auc_all_frames_propagated,class,n_frames_decoded,n_positive_frames,n_spans,per_frame_csv,retention_pct,video_name
,Normal,265,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_878_x264.csv,10.943396226415095,Normal_Videos_878_x264.mp4
,Normal,1143,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_879_x264.csv,10.498687664041995,Normal_Videos_879_x264.mp4
,Normal,18054,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_880_x264.csv,10.418743768693918,Normal_Videos_880_x264.mp4
,Normal,224,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_881_x264.csv,10.714285714285714,Normal_Videos_881_x264.mp4
,Normal,1654,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_882_x264.csv,10.459492140266022,Normal_Videos_882_x264.mp4
,Normal,326,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_883_x264.csv,10.736196319018404,Normal_Videos_883_x264.mp4
,Normal,9029,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_884_x264.csv,10.410898216856795,Normal_Videos_884_x264.mp4
,Normal,474,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_885_x264.csv,10.548523206751055,Normal_Videos_885_x264.mp4
,Normal,2747,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_886_x264.csv,10.411357844921733,Normal_Videos_886_x264.mp4
,Normal,7630,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_887_x264.csv,10.511140235910878,Normal_Videos_887_x264.mp4
,Normal,574,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_888_x264.csv,10.627177700348431,Normal_Videos_888_x264.mp4
,Normal,314,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_889_x264.csv,10.828025477707007,Normal_Videos_889_x264.mp4
,Normal,3579,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_890_x264.csv,10.42190556021235,Normal_Videos_890_x264.mp4
,Normal,1800,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_891_x264.csv,10.444444444444445,Normal_Videos_891_x264.mp4
,Normal,1770,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_892_x264.csv,10.451977401129943,Normal_Videos_892_x264.mp4
,Normal,6374,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_893_x264.csv,10.417320363978662,Normal_Videos_893_x264.mp4
,Normal,2575,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_894_x264.csv,10.446601941747574,Normal_Videos_894_x264.mp4
,Normal,3030,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_895_x264.csv,10.429042904290428,Normal_Videos_895_x264.mp4
,Normal,2303,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_896_x264.csv,10.46461137646548,Normal_Videos_896_x264.mp4
