arm,query_mode,traversal,scope,metric,value,n
E,structured_v2,directional,type=TP,mIoP,0.23628964864864868,37
E,structured_v2,directional,type=TP,mIoU,0.16562281081081082,37
E,structured_v2,directional,type=TP,IoP@0.3,0.32432432432432434,37
E,structured_v2,directional,type=TP,IoP@0.5,0.2702702702702703,37
E,structured_v2,directional,type=TP,IoU@0.3,0.2972972972972973,37
E,structured_v2,directional,type=TP,IoU@0.5,0.1891891891891892,37
E,structured_v2,directional,type=TP,zero_width_count,0,37
E,structured_v2,directional,type=TP,zero_width_rate,0.0,37
E,structured_v2,directional,type=TP,invalid_span_count,0,37
E,structured_v2,directional,type=TP,mean_pred_span_width,4.098989189189189,37
E,structured_v2,directional,type=TP,median_retrieval_ms,4.246,37
E,structured_v2,directional,type=TP,p95_retrieval_ms,4.9024,37
E,structured_v2,directional,type=TP,mean_ppr_calls,1.0,37
E,structured_v2,directional,type=TP,max_ppr_calls,1,37
E,structured_v2,directional,type=TP,avg_context_frames,6.702702702702703,37
E,structured_v2,directional,type=TP,max_context_frames_observed,8,37
E,structured_v2,directional,type=TC,n,380,380
E,structured_v2,directional,type=TC,gold_frame_at_4,0.3815789473684211,380
E,structured_v2,directional,type=TC,anchor_in_gold_at_1,0.34210526315789475,380
E,structured_v2,directional,type=TC,mIoP,0.3285844868421053,380
E,structured_v2,directional,type=TC,mIoU,0.15278912631578948,380
E,structured_v2,directional,type=TC,IoP@0.3,0.4026315789473684,380
E,structured_v2,directional,type=TC,IoP@0.5,0.32894736842105265,380
E,structured_v2,directional,type=TC,IoU@0.3,0.21842105263157896,380
E,structured_v2,directional,type=TC,IoU@0.5,0.11052631578947368,380
E,structured_v2,directional,type=TC,zero_width_count,0,380
E,structured_v2,directional,type=TC,zero_width_rate,0.0,380
E,structured_v2,directional,type=TC,invalid_span_count,0,380
E,structured_v2,directional,type=TC,mean_pred_span_width,4.241708157894737,380
E,structured_v2,directional,type=TC,median_retrieval_ms,4.173,380
E,structured_v2,directional,type=TC,p95_retrieval_ms,5.0184999999999995,380
E,structured_v2,directional,type=TC,mean_ppr_calls,1.0,380
E,structured_v2,directional,type=TC,max_ppr_calls,1,380
E,structured_v2,directional,type=TC,avg_context_frames,7.96578947368421,380
E,structured_v2,directional,type=TC,max_context_frames_observed,8,380
E,structured_v2,directional,gold_width=<2s,n,278,278
E,structured_v2,directional,gold_width=<2s,gold_frame_at_4,0.1618705035971223,278
E,structured_v2,directional,gold_width=<2s,anchor_in_gold_at_1,0.1223021582733813,278
E,structured_v2,directional,gold_width=<2s,mIoP,0.08329612949640289,278
E,structured_v2,directional,gold_width=<2s,mIoU,0.08130278776978417,278
E,structured_v2,directional,gold_width=<2s,IoP@0.3,0.14028776978417265,278
E,structured_v2,directional,gold_width=<2s,IoP@0.5,0.01079136690647482,278
E,structured_v2,directional,gold_width=<2s,IoU@0.3,0.1366906474820144,278
E,structured_v2,directional,gold_width=<2s,IoU@0.5,0.01079136690647482,278
E,structured_v2,directional,gold_width=<2s,zero_width_count,0,278
E,structured_v2,directional,gold_width=<2s,zero_width_rate,0.0,278
E,structured_v2,directional,gold_width=<2s,invalid_span_count,0,278
E,structured_v2,directional,gold_width=<2s,mean_pred_span_width,4.202128417266187,278
E,structured_v2,directional,gold_width=<2s,median_retrieval_ms,3.9215,278
E,structured_v2,directional,gold_width=<2s,p95_retrieval_ms,4.813350000000001,278
E,structured_v2,directional,gold_width=<2s,mean_ppr_calls,1.0,278
E,structured_v2,directional,gold_width=<2s,max_ppr_calls,1,278
E,structured_v2,directional,gold_width=<2s,avg_context_frames,7.327338129496403,278
E,structured_v2,directional,gold_width=<2s,max_context_frames_observed,8,278
E,structured_v2,directional,gold_width=2-5s,n,1125,1125
E,structured_v2,directional,gold_width=2-5s,gold_frame_at_4,0.24177777777777779,1125
E,structured_v2,directional,gold_width=2-5s,anchor_in_gold_at_1,0.21155555555555555,1125
E,structured_v2,directional,gold_width=2-5s,mIoP,0.1809047511111111,1125
E,structured_v2,directional,gold_width=2-5s,mIoU,0.15517338133333333,1125
E,structured_v2,directional,gold_width=2-5s,IoP@0.3,0.26666666666666666,1125
E,structured_v2,directional,gold_width=2-5s,IoP@0.5,0.2008888888888889,1125
E,structured_v2,directional,gold_width=2-5s,IoU@0.3,0.2391111111111111,1125
E,structured_v2,directional,gold_width=2-5s,IoU@0.5,0.168,1125
E,structured_v2,directional,gold_width=2-5s,zero_width_count,0,1125
E,structured_v2,directional,gold_width=2-5s,zero_width_rate,0.0,1125
E,structured_v2,directional,gold_width=2-5s,invalid_span_count,0,1125
E,structured_v2,directional,gold_width=2-5s,mean_pred_span_width,4.241425866666667,1125
E,structured_v2,directional,gold_width=2-5s,median_retrieval_ms,4.048,1125
E,structured_v2,directional,gold_width=2-5s,p95_retrieval_ms,4.891900000000001,1125
E,structured_v2,directional,gold_width=2-5s,mean_ppr_calls,1.0,1125
E,structured_v2,directional,gold_width=2-5s,max_ppr_calls,1,1125
E,structured_v2,directional,gold_width=2-5s,avg_context_frames,7.372444444444445,1125
E,structured_v2,directional,gold_width=2-5s,max_context_frames_observed,8,1125
E,structured_v2,directional,gold_width=5-10s,n,731,731
E,structured_v2,directional,gold_width=5-10s,gold_frame_at_4,0.35841313269493846,731
E,structured_v2,directional,gold_width=5-10s,anchor_in_gold_at_1,0.33105335157318744,731
E,structured_v2,directional,gold_width=5-10s,mIoP,0.3214520793433653,731
E,structured_v2,directional,gold_width=5-10s,mIoU,0.18753413816689468,731
E,structured_v2,directional,gold_width=5-10s,IoP@0.3,0.39261285909712723,731
E,structured_v2,directional,gold_width=5-10s,IoP@0.5,0.33515731874145005,731
E,structured_v2,directional,gold_width=5-10s,IoU@0.3,0.31874145006839943,731
E,structured_v2,directional,gold_width=5-10s,IoU@0.5,0.16963064295485636,731
E,structured_v2,directional,gold_width=5-10s,zero_width_count,0,731
E,structured_v2,directional,gold_width=5-10s,zero_width_rate,0.0,731
E,structured_v2,directional,gold_width=5-10s,invalid_span_count,0,731
E,structured_v2,directional,gold_width=5-10s,mean_pred_span_width,4.2643718194254445,731
E,structured_v2,directional,gold_width=5-10s,median_retrieval_ms,4.063,731
E,structured_v2,directional,gold_width=5-10s,p95_retrieval_ms,4.9888,731
E,structured_v2,directional,gold_width=5-10s,mean_ppr_calls,1.0,731
E,structured_v2,directional,gold_width=5-10s,max_ppr_calls,1,731
E,structured_v2,directional,gold_width=5-10s,avg_context_frames,7.385772913816689,731
E,structured_v2,directional,gold_width=5-10s,max_context_frames_observed,8,731
E,structured_v2,directional,gold_width=>=10s,n,551,551
E,structured_v2,directional,gold_width=>=10s,gold_frame_at_4,0.5716878402903811,551
E,structured_v2,directional,gold_width=>=10s,anchor_in_gold_at_1,0.542649727767695,551
E,structured_v2,directional,gold_width=>=10s,mIoP,0.5583801851179674,551
E,structured_v2,directional,gold_width=>=10s,mIoU,0.13756847005444647,551
E,structured_v2,directional,gold_width=>=10s,IoP@0.3,0.6079854809437386,551
E,structured_v2,directional,gold_width=>=10s,IoP@0.5,0.5698729582577132,551
E,structured_v2,directional,gold_width=>=10s,IoU@0.3,0.14519056261343014,551
E,structured_v2,directional,gold_width=>=10s,IoU@0.5,0.012704174228675136,551
E,structured_v2,directional,gold_width=>=10s,zero_width_count,0,551
E,structured_v2,directional,gold_width=>=10s,zero_width_rate,0.0,551
E,structured_v2,directional,gold_width=>=10s,invalid_span_count,0,551
E,structured_v2,directional,gold_width=>=10s,mean_pred_span_width,4.286043738656987,551
E,structured_v2,directional,gold_width=>=10s,median_retrieval_ms,4.222,551
E,structured_v2,directional,gold_width=>=10s,p95_retrieval_ms,5.1468,551
E,structured_v2,directional,gold_width=>=10s,mean_ppr_calls,1.0,551
E,structured_v2,directional,gold_width=>=10s,max_ppr_calls,1,551
E,structured_v2,directional,gold_width=>=10s,avg_context_frames,7.402903811252268,551
E,structured_v2,directional,gold_width=>=10s,max_context_frames_observed,8,551
